timestamp,battery_soc_pct,bus_voltage_V,panel_current_A,temperature_C,attitude_error_deg,comms_snr_dB,fault_flag,payload_current_A,gyro_drift_deg_s
2026-06-07T00:00:00,100.0,23.96,2.137,28.92,0.136,21.71,0,0.425,0.007
2026-06-07T00:30:00,95.53,23.75,0.067,13.43,0.147,21.24,0,0.483,0.0044
2026-06-07T01:00:00,90.94,23.64,0.031,13.6,0.098,22.3,0,0.465,0.0061
2026-06-07T01:30:00,99.72,23.9,2.138,28.17,0.129,20.76,0,0.432,0.0088
2026-06-07T02:00:00,100.0,24.03,2.208,30.97,0.096,19.72,0,0.422,0.0068
2026-06-07T02:30:00,95.57,23.85,0.062,14.89,0.108,21.2,0,0.471,0.0084
2026-06-07T03:00:00,100.0,24.0,2.15,27.95,0.108,19.91,0,0.445,0.0077
2026-06-07T03:30:00,100.0,23.98,2.015,28.68,0.112,20.68,0,0.445,0.0055
2026-06-07T04:00:00,96.03,23.74,0.118,14.65,0.072,22.35,0,0.452,0.0065
2026-06-07T04:30:00,100.0,23.94,2.191,28.73,0.139,21.1,0,0.468,0.0093
2026-06-07T05:00:00,100.0,24.02,2.118,28.98,0.12,22.39,0,0.433,0.0111
2026-06-07T05:30:00,96.12,23.9,0.114,16.08,0.066,20.83,0,0.434,0.0058
2026-06-07T06:00:00,100.0,24.05,1.92,29.19,0.063,23.45,0,0.467,0.0081
2026-06-07T06:30:00,100.0,24.0,1.98,25.99,0.085,22.45,0,0.445,0.0057
2026-06-07T07:00:00,95.43,23.89,0.044,15.83,0.101,20.68,0,0.475,0.0088
2026-06-07T07:30:00,90.73,23.55,0.054,13.56,0.123,20.93,0,0.506,0.0114
2026-06-07T08:00:00,98.68,23.97,2.058,26.86,0.111,22.16,0,0.486,0.0079
2026-06-07T08:30:00,94.49,23.81,0.081,14.95,0.116,22.11,0,0.451,0.01
2026-06-07T09:00:00,90.35,23.53,0.039,15.32,0.099,21.75,0,0.401,0.0051
2026-06-07T09:30:00,99.1,23.92,2.177,25.96,0.116,21.93,0,0.477,0.0067
2026-06-07T10:00:00,100.0,23.98,1.972,29.34,0.133,20.91,0,0.451,0.0095
2026-06-07T10:30:00,95.94,23.77,0.076,16.54,0.116,21.42,0,0.425,0.0077
2026-06-07T11:00:00,100.0,23.93,2.014,28.41,0.096,20.27,0,0.434,0.0084
2026-06-07T11:30:00,100.0,23.99,2.05,26.56,0.1,21.16,0,0.466,0.0065
2026-06-07T12:00:00,95.7,23.8,0.047,15.91,0.109,21.64,0,0.434,0.0092
2026-06-07T12:30:00,100.0,24.0,2.214,27.52,0.092,21.72,0,0.451,0.0067
2026-06-07T13:00:00,100.0,24.02,2.143,28.77,0.071,21.1,0,0.439,0.007
2026-06-07T13:30:00,95.9,23.8,0.07,16.44,0.137,21.17,0,0.426,0.0115
2026-06-07T14:00:00,100.0,24.09,2.138,25.39,0.099,21.37,0,0.461,0.006
2026-06-07T14:30:00,100.0,24.02,2.166,29.45,0.033,21.03,0,0.48,0.0044
2026-06-07T15:00:00,95.35,23.84,0.014,16.58,0.118,19.87,0,0.457,0.006
2026-06-07T15:30:00,90.95,23.58,0.069,13.72,0.117,20.88,0,0.473,0.0055
2026-06-07T16:00:00,100.0,23.99,2.19,28.74,0.089,21.49,0,0.427,0.0088
2026-06-07T16:30:00,95.55,23.86,0.073,13.62,0.039,20.3,0,0.482,0.0093
2026-06-07T17:00:00,91.31,23.63,0.047,14.19,0.072,21.31,0,0.422,0.0078
2026-06-07T17:30:00,99.34,23.98,2.01,29.12,0.119,20.76,0,0.435,0.0065
2026-06-07T18:00:00,100.0,24.1,2.021,28.14,0.144,19.84,0,0.493,0.0075
2026-06-07T18:30:00,95.87,23.82,0.089,16.47,0.144,20.81,0,0.441,0.0105
2026-06-07T19:00:00,100.0,23.99,2.004,26.59,0.118,21.17,0,0.428,0.0084
2026-06-07T19:30:00,100.0,23.97,2.226,26.24,0.12,21.29,0,0.456,0.0103
2026-06-07T20:00:00,95.54,23.77,0.028,15.05,0.17,20.61,0,0.426,0.0116
2026-06-07T20:30:00,100.0,24.05,1.991,28.78,0.131,19.8,0,0.408,0.0127
2026-06-07T21:00:00,100.0,24.11,2.11,29.61,0.132,20.54,0,0.443,0.0087
2026-06-07T21:30:00,95.67,23.81,0.077,14.56,0.208,21.34,0,0.449,0.009
2026-06-07T22:00:00,100.0,23.96,1.964,28.19,0.225,19.75,0,0.42,0.0131
2026-06-07T22:30:00,100.0,23.98,1.904,26.89,0.141,20.32,0,0.431,0.015
2026-06-07T23:00:00,95.5,23.74,0.04,14.57,0.213,20.03,0,0.431,0.01
2026-06-07T23:30:00,90.8,23.71,0.034,17.38,0.174,20.67,0,0.455,0.0096
2026-06-08T00:00:00,98.84,23.98,2.04,27.52,0.165,20.01,0,0.511,0.0116
2026-06-08T00:30:00,94.4,23.73,0.068,15.97,0.197,20.95,0,0.445,0.0108
2026-06-08T01:00:00,89.85,23.67,0.044,17.93,0.192,20.16,0,0.435,0.0166
2026-06-08T01:30:00,97.73,23.91,1.976,28.32,0.201,19.71,0,0.481,0.0112
2026-06-08T02:00:00,100.0,23.96,1.916,28.08,0.21,19.24,0,0.428,0.0145
2026-06-08T02:30:00,95.46,23.84,0.087,16.82,0.243,21.07,0,0.471,0.0131
2026-06-08T03:00:00,100.0,23.99,1.879,28.21,0.24,20.37,0,0.425,0.0118
2026-06-08T03:30:00,100.0,23.98,1.887,29.2,0.175,20.66,0,0.461,0.0163
2026-06-08T04:00:00,95.59,23.83,0.072,15.64,0.212,21.04,0,0.431,0.0148
2026-06-08T04:30:00,100.0,24.04,2.042,27.52,0.25,19.47,0,0.438,0.014
2026-06-08T05:00:00,100.0,23.94,1.95,27.73,0.243,19.98,0,0.477,0.016
2026-06-08T05:30:00,95.55,23.74,0.084,15.37,0.285,19.55,0,0.443,0.0155
2026-06-08T06:00:00,100.0,24.06,1.994,29.87,0.289,19.03,0,0.461,0.0169
2026-06-08T06:30:00,100.0,23.97,1.996,27.49,0.242,20.94,0,0.433,0.0175
2026-06-08T07:00:00,95.32,23.83,0.061,15.26,0.242,20.78,0,0.448,0.0175
2026-06-08T07:30:00,90.58,23.59,0.064,16.22,0.31,19.39,0,0.457,0.0174
2026-06-08T08:00:00,99.48,23.98,2.01,28.83,0.273,19.02,0,0.412,0.0158
2026-06-08T08:30:00,94.46,23.76,0.037,15.12,0.21,21.34,0,0.466,0.0174
2026-06-08T09:00:00,89.87,23.62,0.049,13.72,0.297,20.23,0,0.415,0.0184
2026-06-08T09:30:00,97.44,23.91,1.844,26.99,0.265,20.42,0,0.45,0.0176
2026-06-08T10:00:00,100.0,23.93,1.826,28.78,0.235,19.5,0,0.434,0.0148
2026-06-08T10:30:00,95.02,23.73,0.062,15.45,0.214,19.69,0,0.477,0.0144
2026-06-08T11:00:00,100.0,24.05,1.982,27.54,0.317,20.75,0,0.44,0.022
2026-06-08T11:30:00,100.0,23.94,2.032,28.25,0.3,21.32,0,0.444,0.0195
2026-06-08T12:00:00,95.21,23.83,0.051,14.58,0.331,19.56,0,0.433,0.0161
2026-06-08T12:30:00,100.0,24.04,2.008,30.02,0.343,19.07,0,0.475,0.0192
2026-06-08T13:00:00,100.0,24.09,1.979,29.95,0.312,18.86,0,0.468,0.0203
2026-06-08T13:30:00,95.09,23.82,0.045,17.02,0.338,18.92,0,0.437,0.019
2026-06-08T14:00:00,100.0,24.01,1.806,30.74,0.3,19.23,0,0.462,0.0223
2026-06-08T14:30:00,100.0,23.97,1.919,30.02,0.309,18.39,0,0.428,0.0234
2026-06-08T15:00:00,95.22,23.76,0.078,18.14,0.373,17.76,0,0.445,0.0233
2026-06-08T15:30:00,90.61,23.58,0.112,17.24,0.333,19.41,0,0.453,0.0254
2026-06-08T16:00:00,99.15,23.93,1.958,29.9,0.326,19.48,0,0.473,0.0241
2026-06-08T16:30:00,94.48,23.67,0.112,15.17,0.386,19.55,0,0.458,0.0235
2026-06-08T17:00:00,89.36,23.47,0.048,17.33,0.335,18.13,0,0.454,0.0181
2026-06-08T17:30:00,97.73,23.92,1.888,30.77,0.282,18.95,0,0.439,0.0204
2026-06-08T18:00:00,100.0,23.99,1.811,31.37,0.394,19.06,0,0.439,0.0191
2026-06-08T18:30:00,94.88,23.82,0.044,19.15,0.343,19.19,0,0.443,0.0204
2026-06-08T19:00:00,100.0,24.1,2.07,29.82,0.364,20.06,0,0.485,0.0211
2026-06-08T19:30:00,100.0,23.96,1.897,30.65,0.391,18.88,0,0.468,0.0211
2026-06-08T20:00:00,95.13,23.84,0.073,18.4,0.386,17.83,0,0.432,0.0249
2026-06-08T20:30:00,100.0,24.06,1.736,27.17,0.383,19.86,0,0.432,0.0252
2026-06-08T21:00:00,100.0,23.98,1.849,29.71,0.418,19.81,0,0.424,0.0255
2026-06-08T21:30:00,95.27,23.86,0.124,15.16,0.39,19.03,0,0.457,0.0239
2026-06-08T22:00:00,100.0,24.0,1.809,28.7,0.317,20.0,0,0.441,0.0254
2026-06-08T22:30:00,100.0,24.06,1.864,30.15,0.431,17.57,0,0.48,0.0234
2026-06-08T23:00:00,94.91,23.75,0.056,17.41,0.385,19.42,0,0.43,0.0231
2026-06-08T23:30:00,89.72,23.6,0.071,16.58,0.448,18.83,0,0.456,0.0287
2026-06-09T00:00:00,98.2,23.91,1.812,30.32,0.408,19.19,0,0.398,0.0313
2026-06-09T00:30:00,93.09,23.65,0.084,16.43,0.411,19.86,0,0.454,0.0262
2026-06-09T01:00:00,87.97,23.54,0.046,16.69,0.462,17.9,0,0.414,0.0275
2026-06-09T01:30:00,96.62,23.83,1.85,28.23,0.42,19.69,0,0.425,0.0242
2026-06-09T02:00:00,100.0,24.0,1.727,29.46,0.42,18.83,0,0.462,0.0253
2026-06-09T02:30:00,94.4,23.7,0.047,18.82,0.481,17.7,0,0.47,0.0259
2026-06-09T03:00:00,100.0,24.03,1.56,27.22,0.44,18.62,0,0.474,0.028
2026-06-09T03:30:00,100.0,23.97,1.769,29.29,0.468,17.93,0,0.418,0.0275
2026-06-09T04:00:00,94.36,23.79,0.049,18.15,0.48,18.71,0,0.472,0.0294
2026-06-09T04:30:00,100.0,23.96,1.648,30.64,0.458,18.21,0,0.444,0.03
2026-06-09T05:00:00,100.0,24.02,1.721,31.21,0.443,19.4,0,0.422,0.0267
2026-06-09T05:30:00,94.41,23.76,0.055,20.02,0.467,17.63,0,0.463,0.0294
2026-06-09T06:00:00,100.0,23.95,1.794,29.86,0.474,17.37,0,0.41,0.0277
2026-06-09T06:30:00,100.0,24.01,1.775,28.85,0.489,18.28,0,0.425,0.0287
2026-06-09T07:00:00,94.64,23.74,0.066,18.11,0.449,17.7,0,0.438,0.0282
2026-06-09T07:30:00,89.34,23.53,0.061,16.6,0.497,18.32,0,0.423,0.0282
2026-06-09T08:00:00,96.45,23.78,1.641,29.85,0.519,18.47,0,0.456,0.0328
2026-06-09T08:30:00,91.26,23.72,0.084,17.37,0.548,17.25,0,0.428,0.034
2026-06-09T09:00:00,85.7,23.37,0.069,18.57,0.558,17.49,0,0.456,0.0342
2026-06-09T09:30:00,93.87,23.82,1.776,31.89,0.516,17.42,0,0.47,0.032
2026-06-09T10:00:00,100.0,23.96,1.797,28.38,0.516,17.07,0,0.423,0.029
2026-06-09T10:30:00,94.42,23.79,0.085,19.17,0.55,17.31,0,0.467,0.0339
2026-06-09T11:00:00,100.0,24.05,1.723,33.07,0.55,17.56,0,0.448,0.0316
2026-06-09T11:30:00,100.0,23.98,1.662,32.33,0.519,17.26,0,0.453,0.0325
2026-06-09T12:00:00,94.03,23.8,0.03,15.19,0.541,19.35,0,0.452,0.0324
2026-06-09T12:30:00,100.0,24.05,1.784,28.44,0.54,16.42,0,0.443,0.035
2026-06-09T13:00:00,100.0,23.99,1.554,33.83,0.516,18.76,0,0.449,0.0348
2026-06-09T13:30:00,94.47,23.92,0.064,16.88,0.501,17.66,0,0.425,0.0337
2026-06-09T14:00:00,100.0,23.99,1.812,29.66,0.576,18.38,0,0.462,0.0336
2026-06-09T14:30:00,100.0,23.96,1.598,31.92,0.588,16.39,0,0.448,0.034
2026-06-09T15:00:00,94.17,23.82,0.05,19.85,0.548,17.21,0,0.439,0.0368
2026-06-09T15:30:00,88.35,23.59,0.057,19.26,0.541,16.98,0,0.443,0.0366
2026-06-09T16:00:00,96.39,23.83,1.721,31.98,0.609,16.57,0,0.477,0.037
2026-06-09T16:30:00,90.73,23.61,0.07,15.87,0.625,17.39,0,0.432,0.033
2026-06-09T17:00:00,84.94,23.42,0.051,18.33,0.621,16.68,0,0.424,0.036
2026-06-09T17:30:00,92.14,23.57,1.558,29.87,0.571,18.29,0,0.422,0.0369
2026-06-09T18:00:00,99.83,23.98,1.646,29.9,0.571,17.53,0,0.459,0.0387
2026-06-09T18:30:00,93.38,23.84,0.019,19.48,0.636,16.56,0,0.461,0.032
2026-06-09T19:00:00,100.0,23.99,1.812,31.52,0.65,17.05,0,0.432,0.036
2026-06-09T19:30:00,100.0,23.97,1.758,31.72,0.574,16.06,0,0.44,0.0369
2026-06-09T20:00:00,94.0,23.8,0.087,18.0,0.6,17.19,0,0.47,0.0355
2026-06-09T20:30:00,100.0,23.98,1.534,31.45,0.652,17.55,0,0.434,0.0398
2026-06-09T21:00:00,100.0,23.97,1.502,32.17,0.646,17.08,0,0.423,0.0359
2026-06-09T21:30:00,93.5,23.76,0.018,14.88,0.692,16.86,0,0.449,0.0382
2026-06-09T22:00:00,100.0,24.09,1.718,31.91,0.625,16.49,0,0.438,0.0353
2026-06-09T22:30:00,100.0,24.0,1.692,30.72,0.611,16.99,0,0.444,0.0373
2026-06-09T23:00:00,93.76,23.76,0.054,18.47,0.655,17.45,1,0.447,0.0373
2026-06-09T23:30:00,87.63,23.54,0.06,19.24,0.66,16.88,1,0.438,0.0384
2026-06-10T00:00:00,93.6,23.72,1.381,32.02,0.688,15.84,1,0.424,0.0379
2026-06-10T00:30:00,87.11,23.44,0.041,18.05,0.674,17.25,1,0.454,0.04
2026-06-10T01:00:00,80.44,23.27,0.033,18.49,0.648,17.26,1,0.462,0.038
2026-06-10T01:30:00,86.63,23.51,1.425,34.14,0.65,16.28,1,0.452,0.0381
2026-06-10T02:00:00,94.85,23.69,1.659,33.77,0.67,16.05,1,0.466,0.0398
2026-06-10T02:30:00,88.78,23.57,0.064,16.71,0.701,16.49,1,0.42,0.0419
2026-06-10T03:00:00,96.85,23.82,1.604,33.56,0.633,16.77,1,0.437,0.0393
2026-06-10T03:30:00,100.0,24.03,1.573,33.72,0.695,15.32,1,0.451,0.0438
2026-06-10T04:00:00,93.62,23.76,0.06,20.94,0.703,15.34,1,0.44,0.0427
2026-06-10T04:30:00,100.0,24.01,1.64,29.93,0.764,14.83,1,0.462,0.044
2026-06-10T05:00:00,100.0,24.1,1.574,30.73,0.714,17.43,1,0.479,0.0395
2026-06-10T05:30:00,93.75,23.7,0.069,18.42,0.72,17.87,1,0.427,0.0438
2026-06-10T06:00:00,100.0,23.93,1.546,30.56,0.726,17.09,1,0.456,0.0416
2026-06-10T06:30:00,100.0,24.03,1.512,29.86,0.778,15.75,1,0.486,0.0417
2026-06-10T07:00:00,93.66,23.75,0.08,17.16,0.726,16.34,1,0.439,0.0425
2026-06-10T07:30:00,86.72,23.51,0.027,19.9,0.754,16.3,1,0.446,0.0427
2026-06-10T08:00:00,91.99,23.69,1.309,31.08,0.739,15.54,1,0.466,0.0438
2026-06-10T08:30:00,85.49,23.44,0.089,18.56,0.836,14.83,1,0.457,0.0436
2026-06-10T09:00:00,79.1,23.22,0.059,18.57,0.711,15.23,1,0.412,0.0431
2026-06-10T09:30:00,86.19,23.48,1.505,29.6,0.764,17.06,1,0.483,0.0426
2026-06-10T10:00:00,93.97,23.73,1.528,30.53,0.79,15.11,1,0.44,0.0449
2026-06-10T10:30:00,87.54,23.38,0.075,19.34,0.816,15.82,1,0.424,0.0431
2026-06-10T11:00:00,95.43,23.79,1.52,31.03,0.765,16.73,1,0.427,0.0415
2026-06-10T11:30:00,100.0,23.99,1.383,33.14,0.826,15.65,1,0.472,0.0459
2026-06-10T12:00:00,93.02,23.66,0.072,19.76,0.783,14.77,1,0.471,0.0502
2026-06-10T12:30:00,100.0,23.99,1.55,31.33,0.792,16.16,1,0.46,0.048
2026-06-10T13:00:00,100.0,24.04,1.355,34.26,0.852,14.65,1,0.471,0.0467
2026-06-10T13:30:00,93.03,23.68,0.045,19.83,0.794,15.84,1,0.442,0.0488
2026-06-10T14:00:00,99.04,23.97,1.361,30.19,0.791,16.17,1,0.46,0.048
2026-06-10T14:30:00,100.0,23.97,1.555,35.11,0.746,15.16,1,0.433,0.0491
2026-06-10T15:00:00,92.75,23.68,0.029,19.03,0.819,16.46,1,0.454,0.0496
2026-06-10T15:30:00,85.92,23.48,0.077,19.82,0.79,15.23,1,0.46,0.0452
2026-06-10T16:00:00,93.72,23.71,1.537,31.14,0.813,15.01,1,0.458,0.048
2026-06-10T16:30:00,86.84,23.48,0.038,21.08,0.882,16.2,1,0.426,0.0482
2026-06-10T17:00:00,79.52,23.09,0.027,19.66,0.875,14.69,1,0.459,0.0491
2026-06-10T17:30:00,85.75,23.4,1.332,32.34,0.822,15.57,1,0.409,0.0454
2026-06-10T18:00:00,92.65,23.7,1.437,32.9,0.829,14.75,1,0.447,0.0469
2026-06-10T18:30:00,85.55,23.52,0.048,18.23,0.824,13.94,1,0.458,0.0498
2026-06-10T19:00:00,93.08,23.74,1.508,32.7,0.862,15.74,1,0.455,0.0543
2026-06-10T19:30:00,99.8,23.98,1.405,33.42,0.841,14.82,1,0.433,0.0466
2026-06-10T20:00:00,92.51,23.7,0.026,21.02,0.858,14.84,1,0.455,0.0498
2026-06-10T20:30:00,98.24,23.92,1.328,32.34,0.885,14.25,1,0.455,0.0494
2026-06-10T21:00:00,100.0,24.02,1.336,30.85,0.858,15.04,1,0.457,0.0491
2026-06-10T21:30:00,93.05,23.68,0.047,17.43,0.873,15.14,1,0.442,0.0485
2026-06-10T22:00:00,98.04,23.94,1.286,32.33,0.901,14.41,1,0.487,0.0497
2026-06-10T22:30:00,100.0,24.01,1.523,30.46,0.893,14.11,1,0.434,0.0508
2026-06-10T23:00:00,93.08,23.78,0.061,21.39,0.92,15.1,1,0.453,0.051
2026-06-10T23:30:00,86.42,23.46,0.069,19.05,0.916,13.64,1,0.435,0.0498
2026-06-11T00:00:00,91.26,23.59,1.218,30.59,0.888,13.21,1,0.434,0.0539
2026-06-11T00:30:00,84.71,23.32,0.084,18.8,0.913,15.46,1,0.439,0.0522
2026-06-11T01:00:00,77.91,23.11,0.079,21.51,0.883,14.48,1,0.459,0.0525
2026-06-11T01:30:00,84.06,23.35,1.352,32.43,0.918,14.14,1,0.438,0.0518
2026-06-11T02:00:00,90.97,23.66,1.43,31.92,0.848,15.71,1,0.438,0.0526
2026-06-11T02:30:00,84.44,23.34,0.067,21.86,0.897,14.38,1,0.42,0.0551
2026-06-11T03:00:00,90.03,23.59,1.331,33.31,0.89,14.23,1,0.472,0.0504
2026-06-11T03:30:00,95.32,23.85,1.302,33.39,0.924,14.47,1,0.473,0.0555
2026-06-11T04:00:00,88.77,23.52,0.068,20.46,0.917,13.24,1,0.423,0.056
2026-06-11T04:30:00,95.59,23.75,1.432,33.05,0.951,15.06,1,0.45,0.0545
2026-06-11T05:00:00,100.0,23.99,1.311,32.31,0.962,14.7,1,0.458,0.059
2026-06-11T05:30:00,93.6,23.71,0.109,20.89,0.946,14.44,1,0.449,0.056
2026-06-11T06:00:00,98.94,24.01,1.266,33.35,0.96,15.63,1,0.432,0.0579
2026-06-11T06:30:00,100.0,24.07,1.281,34.0,0.939,14.57,1,0.455,0.0548
2026-06-11T07:00:00,93.36,23.83,0.074,19.77,0.979,13.6,1,0.438,0.0581
2026-06-11T07:30:00,86.34,23.37,0.045,17.23,0.984,15.21,1,0.447,0.056
2026-06-11T08:00:00,92.65,23.72,1.389,30.62,0.993,13.5,1,0.459,0.0537
2026-06-11T08:30:00,85.96,23.41,0.087,20.55,0.975,13.57,1,0.455,0.0546
2026-06-11T09:00:00,79.48,23.11,0.085,20.53,0.959,14.95,1,0.434,0.0561
2026-06-11T09:30:00,84.72,23.38,1.27,33.61,1.052,13.41,1,0.446,0.0552
